COLLISION_ID,Y,M,D,HH,MM,BOROUGH,LATITUDE,LONGITUDE,TRAFFIC STREET,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,DAY OF WEEK
4231565,2019,10,29,11,30,MANHATTAN,40.757637,-73.96342,1 AVENUE,0,0,Tuesday
4231959,2019,10,29,20,0,MANHATTAN,40.750763,-73.97446,3 AVENUE,0,0,Tuesday
4231911,2019,10,29,20,0,BROOKLYN,40.715176,-73.951965,BROOKLYN QUEENS EXPRESSWAY,1,0,Tuesday
4231924,2019,10,29,20,30,MANHATTAN,40.73002,-73.98355,EAST 12 STREET,0,0,Tuesday
4231960,2019,10,29,20,15,MANHATTAN,40.755505,-73.96807,2 AVENUE,1,0,Tuesday
4232024,2019,10,29,2,30,MANHATTAN,40.73329,-73.98719,EAST 14 STREET,0,0,Tuesday
4231465,2019,10,29,2,30,MANHATTAN,40.73975,-74.00253,WEST 14 STREET,0,0,Tuesday
4231248,2019,10,29,2,30,BROOKLYN,40.723335,-73.93888,BROOKLYN QUEENS EXPRESSWAY,0,0,Tuesday
4232164,2019,10,30,7,0,MANHATTAN,40.756382,-73.96433,1 AVENUE,1,0,Wednesday
4241462,2019,10,30,15,45,MANHATTAN,40.83022,-73.94769,BROADWAY,1,0,Wednesday
4232683,2019,10,30,15,15,MANHATTAN,40.751656,-73.99014,7 AVENUE,0,0,Wednesday
4232405,2019,10,30,15,30,MANHATTAN,40.782627,-73.97499,COLUMBUS AVENUE,0,0,Wednesday
4233371,2019,10,30,17,15,BROOKLYN,40.678722,-73.952995,ATLANTIC AVENUE,1,0,Wednesday
4232542,2019,10,30,17,45,MANHATTAN,40.733612,-73.999565,AVENUE OF THE AMERICAS,0,0,Wednesday
4232192,2019,10,30,9,45,MANHATTAN,40.752377,-73.97035,2 AVENUE,0,0,Wednesday
4232212,2019,10,30,9,45,MANHATTAN,40.762962,-73.97188,MADISON AVENUE,0,0,Wednesday
4232727,2019,10,30,22,30,BROOKLYN,40.696033,-73.98453,TILLARY STREET,0,0,Wednesday
4233542,2019,10,30,22,30,BROOKLYN,40.696198,-73.98869,TILLARY STREET,0,0,Wednesday
4231937,2019,10,30,0,45,MANHATTAN,40.74223,-73.9933,AVENUE OF THE AMERICAS,0,0,Wednesday
4232208,2019,10,30,13,45,MANHATTAN,40.751747,-73.97081,2 AVENUE,0,0,Wednesday
4232396,2019,10,30,13,30,MANHATTAN,40.785732,-73.97645,AMSTERDAM AVENUE,0,0,Wednesday
4233735,2019,10,30,13,45,BROOKLYN,40.608204,-73.920715,FLATBUSH AVENUE,0,0,Wednesday
4232165,2019,10,30,8,30,MANHATTAN,40.744778,-73.97589,2 AVENUE,0,0,Wednesday
4233639,2019,10,30,8,45,MANHATTAN,40.7879,-73.95368,MADISON AVENUE,0,0,Wednesday
4232614,2019,10,30,8,30,MANHATTAN,40.803696,-73.93792,LEXINGTON AVENUE,0,0,Wednesday
4232798,2019,10,30,1,15,MANHATTAN,40.73978,-73.97952,2 AVENUE,1,0,Wednesday
4232992,2019,10,30,1,45,MANHATTAN,40.770424,-73.96222,LEXINGTON AVENUE,0,0,Wednesday
4232432,2019,10,30,12,30,MANHATTAN,40.7606,-73.96434,2 AVENUE,0,0,Wednesday
4234939,2019,10,30,12,45,MANHATTAN,40.773598,-73.9578,3 AVENUE,0,0,Wednesday
4232397,2019,10,30,19,30,MANHATTAN,40.771393,-73.98216,BROADWAY,0,0,Wednesday
4235263,2019,10,30,10,0,MANHATTAN,40.803425,-73.93309,2 AVENUE,0,0,Wednesday
4233536,2019,10,30,10,45,MANHATTAN,40.776016,-73.98724,WEST END AVENUE,0,0,Wednesday
4232179,2019,10,30,10,45,MANHATTAN,40.742588,-73.980415,3 AVENUE,0,0,Wednesday
4234161,2019,10,30,10,30,BROOKLYN,40.696033,-73.98453,TILLARY STREET,1,0,Wednesday
4232364,2019,10,30,10,0,BROOKLYN,40.713028,-73.954445,BROOKLYN QUEENS EXPRESSWAY,1,0,Wednesday
4232260,2019,10,30,6,45,MANHATTAN,40.80142,-73.93446,2 AVENUE,1,0,Wednesday
4233641,2019,10,30,11,45,MANHATTAN,40.792873,-73.94373,3 AVENUE,1,0,Wednesday
4232365,2019,10,30,11,0,BROOKLYN,40.702614,-73.96058,BROOKLYN QUEENS EXPRESSWAY,1,0,Wednesday
4232566,2019,10,30,21,45,MANHATTAN,40.80297,-73.96387,AMSTERDAM AVENUE,0,0,Wednesday
4232433,2019,10,30,16,30,MANHATTAN,40.771385,-73.95648,2 AVENUE,0,0,Wednesday
4232674,2019,10,30,3,30,MANHATTAN,40.75228,-73.9897,7 AVENUE,0,0,Wednesday
4236011,2019,10,31,22,0,MANHATTAN,40.76687,-73.959785,2 AVENUE,0,0,Thursday
4233478,2019,10,31,1,30,MANHATTAN,40.825905,-73.94712,AMSTERDAM AVENUE,0,0,Thursday
4232649,2019,10,31,6,45,MANHATTAN,40.740025,-73.97626,1 AVENUE,0,0,Thursday
4234163,2019,10,31,13,15,BROOKLYN,40.699955,-73.98682,JAY STREET,1,0,Thursday
4240470,2019,10,31,15,30,MANHATTAN,40.79157,-73.94469,3 AVENUE,0,0,Thursday
4232875,2019,10,31,0,0,BROOKLYN,40.699955,-73.98682,JAY STREET,0,0,Thursday
4232685,2019,10,31,0,30,MANHATTAN,40.750294,-73.99485,8 AVENUE,1,0,Thursday
4233528,2019,10,31,19,30,MANHATTAN,40.78461,-73.96984,CENTRAL PARK WEST,0,0,Thursday
4233143,2019,10,31,23,15,MANHATTAN,40.74303,-73.98917,BROADWAY,0,0,Thursday
4233039,2019,10,31,9,15,BROOKLYN,40.608204,-73.920715,FLATBUSH AVENUE,1,0,Thursday
4234874,2019,10,31,9,15,MANHATTAN,40.765865,-73.95742,1 AVENUE,0,0,Thursday
4232696,2019,10,31,12,0,MANHATTAN,40.73883,-73.983154,3 AVENUE,0,0,Thursday
4236745,2019,10,31,7,15,MANHATTAN,40.792873,-73.94373,3 AVENUE,0,0,Thursday
4232978,2019,10,31,7,45,MANHATTAN,40.777554,-73.94889,1 AVENUE,0,0,Thursday
4232620,2019,10,31,8,45,MANHATTAN,40.807034,-73.939705,MADISON AVENUE,0,0,Thursday
4232932,2019,10,31,11,45,MANHATTAN,40.819572,-73.95175,AMSTERDAM AVENUE,1,0,Thursday
4232965,2019,10,31,11,15,MANHATTAN,40.78257,-73.94522,1 AVENUE,0,0,Thursday
4232993,2019,10,31,11,0,MANHATTAN,40.767532,-73.953255,YORK AVENUE,0,0,Thursday
4235048,2019,10,31,14,15,MANHATTAN,40.714676,-74.0059,BROADWAY,1,0,Thursday
4232799,2019,10,31,14,15,MANHATTAN,40.79859,-73.933525,1 AVENUE,0,0,Thursday
4232988,2019,10,31,14,15,MANHATTAN,40.761486,-73.96062,1 AVENUE,0,0,Thursday
4233080,2019,10,31,14,45,BROOKLYN,40.681835,-73.97584,FLATBUSH AVENUE,0,0,Thursday
4234916,2019,10,31,2,0,BROOKLYN,40.69168,-73.999344,BROOKLYN QUEENS EXPRESSWAY,0,0,Thursday
4238463,2019,10,31,17,15,MANHATTAN,40.762913,-73.96981,PARK AVENUE,1,0,Thursday
4232622,2019,10,31,3,0,BROOKLYN,40.673107,-73.99959,BROOKLYN QUEENS EXPRESSWAY,0,0,Thursday
4234478,2019,11,1,7,0,MANHATTAN,40.797916,-73.96385,COLUMBUS AVENUE,0,0,Friday
4234332,2019,11,1,7,45,MANHATTAN,40.86769,-73.92122,BROADWAY,0,0,Friday
4233530,2019,11,1,15,30,MANHATTAN,40.78517,-73.973145,COLUMBUS AVENUE,0,0,Friday
4234728,2019,11,1,15,0,MANHATTAN,40.78153,-73.96043,5 AVENUE,0,0,Friday
4233683,2019,11,1,15,0,MANHATTAN,40.790417,-73.95184,EAST 101 STREET,0,0,Friday
4234913,2019,11,1,14,45,BROOKLYN,40.67086,-73.87424,FOUNTAIN AVENUE,1,0,Friday
4233335,2019,11,1,14,45,MANHATTAN,40.73722,-73.9814,2 AVENUE,0,0,Friday
4237634,2019,11,1,14,15,MANHATTAN,40.738503,-73.991806,5 AVENUE,1,0,Friday
4233534,2019,11,1,17,30,MANHATTAN,40.78202,-73.97173,CENTRAL PARK WEST,0,0,Friday
4234486,2019,11,1,11,0,MANHATTAN,40.794052,-73.970375,AMSTERDAM AVENUE,0,0,Friday
4234718,2019,11,1,18,15,MANHATTAN,40.765358,-73.965904,LEXINGTON AVENUE,0,0,Friday
4234465,2019,11,1,18,0,BROOKLYN,40.68623,-74.00046,BROOKLYN QUEENS EXPRESSWAY,0,0,Friday
4233332,2019,11,1,12,45,MANHATTAN,40.741024,-73.97862,2 AVENUE,0,0,Friday
4233333,2019,11,1,12,45,BROOKLYN,40.628857,-74.017365,BROOKLYN QUEENS EXPRESSWAY,0,0,Friday
4233288,2019,11,1,12,15,MANHATTAN,40.83593,-73.94352,BROADWAY,0,0,Friday
4233674,2019,11,1,16,45,MANHATTAN,40.792244,-73.94419,3 AVENUE,0,0,Friday
4233481,2019,11,1,16,30,MANHATTAN,40.818233,-73.95273,AMSTERDAM AVENUE,0,0,Friday
4235643,2019,11,1,13,0,MANHATTAN,40.779922,-73.98068,AMSTERDAM AVENUE,0,0,Friday
4237656,2019,11,1,19,45,MANHATTAN,40.867012,-73.92312,BROADWAY,0,0,Friday
4235185,2019,11,1,19,0,MANHATTAN,40.714165,-74.00632,BROADWAY,1,0,Friday
4234477,2019,11,1,5,0,BROOKLYN,40.683544,-74.00176,BROOKLYN QUEENS EXPRESSWAY,0,0,Friday
4233209,2019,11,1,5,45,MANHATTAN,40.77882,-73.953995,3 AVENUE,0,0,Friday
4234625,2019,11,1,9,45,MANHATTAN,40.785244,-73.953514,PARK AVENUE,0,0,Friday
4233213,2019,11,1,9,15,MANHATTAN,40.767117,-73.956505,1 AVENUE,0,0,Friday
4234805,2019,11,1,9,15,MANHATTAN,40.729378,-73.98402,1 AVENUE,0,0,Friday
4234730,2019,11,1,9,30,MANHATTAN,40.78357,-73.94759,2 AVENUE,0,0,Friday
4233572,2019,11,1,9,15,MANHATTAN,40.81636,-73.954094,AMSTERDAM AVENUE,0,0,Friday
4241214,2019,11,1,2,30,MANHATTAN,40.810627,-73.95828,AMSTERDAM AVENUE,0,0,Friday
4233529,2019,11,1,10,15,MANHATTAN,40.78028,-73.98153,BROADWAY,0,0,Friday
4234841,2019,11,1,4,45,BROOKLYN,40.675682,-74.00119,BROOKLYN QUEENS EXPRESSWAY,0,0,Friday
4234838,2019,11,1,4,15,BROOKLYN,40.682194,-74.00239,BROOKLYN QUEENS EXPRESSWAY,0,0,Friday
4234124,2019,11,1,1,45,BROOKLYN,40.71976,-73.94476,BROOKLYN QUEENS EXPRESSWAY,0,0,Friday
4235136,2019,11,1,3,0,MANHATTAN,40.719395,-74.00189,BROADWAY,1,0,Friday
4234731,2019,11,2,14,15,BROOKLYN,40.68039,-73.94956,FULTON STREET,0,0,Saturday
4234779,2019,11,2,14,15,BRONX,40.905735,-73.849396,WHITE PLAINS ROAD,2,0,Saturday
4234994,2019,11,2,4,45,BRONX,40.87831,-73.870155,EAST GUN HILL ROAD,1,0,Saturday
4233782,2019,11,2,19,15,MANHATTAN,40.750774,-73.97655,LEXINGTON AVENUE,0,0,Saturday
4236021,2019,11,2,19,0,MANHATTAN,40.78357,-73.94759,2 AVENUE,0,0,Saturday
4234789,2019,11,2,16,0,BRONX,40.8781,-73.85339,LACONIA AVENUE,0,0,Saturday
4233798,2019,11,2,18,30,MANHATTAN,40.804066,-73.93267,2 AVENUE,0,0,Saturday
4233784,2019,11,2,18,45,MANHATTAN,40.75895,-73.96849,3 AVENUE,0,0,Saturday
4234398,2019,11,2,1,30,BROOKLYN,40.675632,-73.89878,ATLANTIC AVENUE,0,0,Saturday
4233500,2019,11,2,0,15,MANHATTAN,40.746403,-73.97973,LEXINGTON AVENUE,0,0,Saturday
4236168,2019,11,2,21,30,MANHATTAN,40.742588,-73.980415,3 AVENUE,0,0,Saturday
4234114,2019,11,2,21,0,BROOKLYN,40.691586,-73.99927,ATLANTIC AVENUE,0,0,Saturday
4234441,2019,11,2,2,0,BROOKLYN,40.700737,-73.99499,BROOKLYN QUEENS EXPRESSWAY,0,0,Saturday
4234082,2019,11,2,22,0,BRONX,40.878643,-73.871605,EAST GUN HILL ROAD,0,0,Saturday
4233787,2019,11,2,8,45,MANHATTAN,40.752743,-73.97511,LEXINGTON AVENUE,0,0,Saturday
4234721,2019,11,2,8,45,MANHATTAN,40.78153,-73.96043,5 AVENUE,0,0,Saturday
4234326,2019,11,2,15,15,BRONX,40.806477,-73.908455,SOUTHERN BOULEVARD,0,0,Saturday
4233741,2019,11,2,15,15,BRONX,40.866047,-73.882744,SOUTHERN BOULEVARD,1,0,Saturday
4237807,2019,11,2,11,45,BROOKLYN,40.691456,-73.98735,JAY STREET,0,0,Saturday
4233878,2019,11,2,17,0,QUEENS,40.76316,-73.8164,ROOSEVELT AVENUE,0,0,Saturday
4233783,2019,11,2,17,0,MANHATTAN,40.752598,-73.96702,1 AVENUE,0,0,Saturday
4234351,2019,11,2,20,45,BROOKLYN,40.644634,-73.943115,BROOKLYN AVENUE,1,0,Saturday
4233968,2019,11,2,20,15,BRONX,40.85018,-73.91059,JEROME AVENUE,5,0,Saturday
4233837,2019,11,2,23,30,MANHATTAN,40.750492,-73.97172,2 AVENUE,0,0,Saturday
4234853,2019,11,2,23,0,BROOKLYN,40.675507,-74.00075,BROOKLYN QUEENS EXPRESSWAY,0,0,Saturday
4244602,2019,11,2,5,30,BRONX,40.82113,-73.92565,GRAND CONCOURSE,0,0,Saturday
4233817,2019,11,3,0,30,BRONX,40.83613,-73.88987,BOSTON ROAD,0,0,Sunday
4234822,2019,11,3,0,30,BRONX,40.844368,-73.88902,EAST TREMONT AVENUE,0,0,Sunday
4234442,2019,11,3,0,0,MANHATTAN,40.717724,-73.98579,WILLIAMSBURG BRIDGE,0,0,Sunday
4234481,2019,11,3,16,15,MANHATTAN,40.791496,-73.97224,AMSTERDAM AVENUE,0,0,Sunday
4234435,2019,11,3,16,15,MANHATTAN,40.80765,-73.939255,MADISON AVENUE,0,0,Sunday
4234397,2019,11,3,18,30,BROOKLYN,40.680016,-73.87743,ATLANTIC AVENUE,0,0,Sunday
4235112,2019,11,3,18,0,MANHATTAN,40.7878,-73.94953,LEXINGTON AVENUE,0,0,Sunday
4234873,2019,11,3,18,30,MANHATTAN,40.755356,-73.977425,MADISON AVENUE,0,0,Sunday
4234723,2019,11,3,17,15,BRONX,40.87144,-73.867165,WHITE PLAINS ROAD,0,0,Sunday
4234437,2019,11,3,17,30,MANHATTAN,40.802753,-73.93358,2 AVENUE,0,0,Sunday
4234870,2019,11,3,17,30,MANHATTAN,40.763588,-73.97142,MADISON AVENUE,0,0,Sunday
4235827,2019,11,3,1,15,MANHATTAN,40.74544,-73.9754,2 AVENUE,0,0,Sunday
4233816,2019,11,3,1,0,BRONX,0.0,0.0,EAST 161 STREET,0,0,Sunday
4236410,2019,11,3,2,45,MANHATTAN,40.74135,-73.981316,3 AVENUE,2,0,Sunday
4234745,2019,11,3,4,0,BRONX,40.88471,-73.83131,BOSTON ROAD,0,0,Sunday
4236275,2019,11,3,12,30,BRONX,40.870987,-73.84726,EAST GUN HILL ROAD,0,0,Sunday
4234736,2019,11,3,12,0,MANHATTAN,40.78389,-73.950294,3 AVENUE,1,0,Sunday
4234288,2019,11,3,12,15,BROOKLYN,40.689358,-73.9821,FULTON STREET,0,0,Sunday
4237913,2019,11,3,19,45,MANHATTAN,40.73381,-73.98072,1 AVENUE,0,0,Sunday
4234735,2019,11,3,13,0,BRONX,40.895374,-73.86356,WEBSTER AVENUE,0,0,Sunday
4234788,2019,11,3,13,30,MANHATTAN,40.77656,-73.95271,2 AVENUE,0,0,Sunday
4234627,2019,11,3,15,45,MANHATTAN,40.78655,-73.95466,MADISON AVENUE,0,0,Sunday
4235207,2019,11,3,15,0,BRONX,40.88709,-73.87803,JEROME AVENUE,0,0,Sunday
4235520,2019,11,3,15,30,BRONX,40.87296,-73.87495,WEBSTER AVENUE,0,0,Sunday
4236529,2019,11,3,5,45,BRONX,40.820515,-73.930695,EXTERIOR STREET,0,0,Sunday
4235071,2019,11,3,20,45,MANHATTAN,40.74608,-73.974945,2 AVENUE,1,0,Sunday
4234911,2019,11,3,20,0,BROOKLYN,40.675632,-73.89878,ATLANTIC AVENUE,0,0,Sunday
4234484,2019,11,4,0,30,MANHATTAN,40.79166,-73.96469,CENTRAL PARK WEST,0,0,Monday
4234493,2019,11,4,0,45,BROOKLYN,40.647114,-73.94338,BROOKLYN AVENUE,2,0,Monday
4235194,2019,11,4,8,30,BROOKLYN,40.683037,-73.96478,FULTON STREET,0,0,Monday
4235388,2019,11,4,8,15,BRONX,40.860577,-73.90255,JEROME AVENUE,0,0,Monday
4235418,2019,11,4,19,30,BRONX,40.82137,-73.90491,EAST 161 STREET,0,0,Monday
4235675,2019,11,4,19,30,BROOKLYN,40.677773,-73.93587,ATLANTIC AVENUE,0,0,Monday
4235516,2019,11,4,19,15,BRONX,40.885216,-73.87937,JEROME AVENUE,0,0,Monday
4235393,2019,11,4,19,15,BRONX,40.848637,-73.91169,JEROME AVENUE,0,0,Monday
4236833,2019,11,4,15,0,BRONX,40.84193,-73.88582,SOUTHERN BOULEVARD,0,0,Monday
4236263,2019,11,4,15,45,BRONX,40.904503,-73.896416,BROADWAY,0,0,Monday
4240792,2019,11,4,13,45,BRONX,40.808205,-73.907845,SOUTHERN BOULEVARD,0,0,Monday
4235800,2019,11,4,13,0,BRONX,40.878746,-73.84241,EAST 222 STREET,0,0,Monday
4236429,2019,11,4,13,0,BRONX,40.811226,-73.8924,RANDALL AVENUE,0,0,Monday
4235034,2019,11,4,6,30,BRONX,40.8739,-73.85552,EAST GUN HILL ROAD,1,0,Monday
4236217,2019,11,4,7,30,BRONX,40.895195,-73.88012,JEROME AVENUE,0,0,Monday
4235001,2019,11,4,7,15,BRONX,40.885952,-73.8279,CONNER STREET,0,0,Monday
4236022,2019,11,4,16,30,MANHATTAN,40.7491,-73.984085,5 AVENUE,0,0,Monday
4235212,2019,11,4,12,15,BRONX,40.876495,-73.88321,MOSHOLU PARKWAY,0,0,Monday
4236884,2019,11,4,20,30,QUEENS,40.74872,-73.87371,ROOSEVELT AVENUE,0,0,Monday
4235834,2019,11,5,12,15,BRONX,40.87028,-73.878395,WEBSTER AVENUE,0,0,Tuesday
4236070,2019,11,5,22,45,BRONX,40.878643,-73.871605,WEBSTER AVENUE,0,0,Tuesday
4236028,2019,11,5,22,30,MANHATTAN,40.781387,-73.95213,3 AVENUE,1,0,Tuesday
4235691,2019,11,5,2,45,BROOKLYN,40.680214,-73.94628,FULTON STREET,0,0,Tuesday
4236370,2019,11,5,14,15,BROOKLYN,40.680473,-73.9614,ATLANTIC AVENUE,0,0,Tuesday
4236081,2019,11,5,16,45,MANHATTAN,40.820965,-73.939575,7 AVENUE,0,0,Tuesday
4237533,2019,11,5,16,30,BRONX,40.898563,-73.85866,BRONX BOULEVARD,0,0,Tuesday
4236876,2019,11,5,16,15,BROOKLYN,40.67903,-73.9246,FULTON STREET,0,0,Tuesday
4236251,2019,11,5,18,15,BRONX,40.877068,-73.906105,BROADWAY,0,0,Tuesday
4243793,2019,11,5,17,15,BRONX,40.88065,-73.86494,WHITE PLAINS ROAD,1,0,Tuesday
4236748,2019,11,5,17,45,BROOKLYN,40.664227,-73.94547,BROOKLYN AVENUE,1,0,Tuesday
4235611,2019,11,5,6,0,BRONX,40.858673,-73.899216,GRAND CONCOURSE,0,0,Tuesday
4235796,2019,11,5,10,30,BRONX,40.887386,-73.85394,BRONXWOOD AVENUE,0,0,Tuesday
4235880,2019,11,5,10,30,BROOKLYN,40.677917,-73.93861,ATLANTIC AVENUE,0,0,Tuesday
4236119,2019,11,5,21,15,BRONX,40.867554,-73.84065,EAST GUN HILL ROAD,0,0,Tuesday
4235952,2019,11,5,21,15,MANHATTAN,40.745724,-73.97813,3 AVENUE,0,0,Tuesday
4235614,2019,11,5,3,0,BRONX,40.846863,-73.90142,WEBSTER AVENUE,0,0,Tuesday
4236260,2019,11,5,3,45,BRONX,40.877068,-73.906105,BROADWAY,1,0,Tuesday
4236549,2019,11,6,18,15,BROOKLYN,40.68777,-73.98701,ATLANTIC AVENUE,0,0,Wednesday
4237055,2019,11,6,18,15,BRONX,40.811787,-73.90465,SOUTHERN BOULEVARD,0,0,Wednesday
4237326,2019,11,6,18,45,BRONX,40.886635,-73.88746,MOSHOLU PARKWAY,0,0,Wednesday
4236636,2019,11,6,18,15,BRONX,40.825424,-73.923485,GRAND CONCOURSE,0,0,Wednesday
4241092,2019,11,6,18,45,BROOKLYN,40.68175,-73.96748,ATLANTIC AVENUE,0,0,Wednesday
4237485,2019,11,6,9,15,BRONX,40.86558,-73.89888,JEROME AVENUE,2,0,Wednesday
4237701,2019,11,6,7,30,BRONX,40.879215,-73.885284,JEROME AVENUE,0,0,Wednesday
4236406,2019,11,6,7,0,MANHATTAN,40.73579,-73.98537,3 AVENUE,1,0,Wednesday
4237657,2019,11,6,14,45,BRONX,40.81751,-73.85921,RANDALL AVENUE,0,0,Wednesday
4236736,2019,11,6,14,45,QUEENS,40.750717,-73.85877,ROOSEVELT AVENUE,1,0,Wednesday
4237532,2019,11,6,8,15,BRONX,40.898563,-73.85866,BRONX BOULEVARD,0,0,Wednesday
4236783,2019,11,6,8,15,BROOKLYN,40.67677,-73.88949,ATLANTIC AVENUE,0,0,Wednesday
4236444,2019,11,6,8,15,BRONX,40.839996,-73.86832,EAST TREMONT AVENUE,0,0,Wednesday
4236644,2019,11,6,20,15,BROOKLYN,40.677338,-73.927536,ATLANTIC AVENUE,0,0,Wednesday
4237662,2019,11,6,16,30,BRONX,40.84151,-73.86177,EAST TREMONT AVENUE,0,0,Wednesday
4237425,2019,11,6,16,30,MANHATTAN,40.8166,-73.942764,7 AVENUE,0,0,Wednesday
4236728,2019,11,6,16,0,BRONX,40.866154,-73.86155,BOSTON ROAD,0,0,Wednesday
4236090,2019,11,6,3,0,BRONX,40.856045,-73.90079,GRAND CONCOURSE,1,0,Wednesday
4237094,2019,11,6,3,45,QUEENS,40.74377,-73.91383,ROOSEVELT AVENUE,0,0,Wednesday
4236820,2019,11,6,10,15,BRONX,40.847027,-73.89807,EAST TREMONT AVENUE,1,0,Wednesday
4237705,2019,11,6,10,45,BRONX,40.879864,-73.87596,EAST GUN HILL ROAD,0,0,Wednesday
4239181,2019,11,6,10,30,BRONX,40.820984,-73.891624,EAST 163 STREET,1,0,Wednesday
4238234,2019,11,6,13,0,BROOKLYN,40.675632,-73.89878,ATLANTIC AVENUE,0,0,Wednesday
4236514,2019,11,6,12,15,BRONX,40.83611,-73.92238,JEROME AVENUE,0,0,Wednesday
4237444,2019,11,7,14,15,BRONX,40.82499,-73.91662,EAST 161 STREET,1,0,Thursday
4238394,2019,11,7,14,45,BRONX,40.881687,-73.90283,BROADWAY,0,0,Thursday
4240121,2019,11,7,14,30,BROOKLYN,40.676018,-73.89398,ATLANTIC AVENUE,0,0,Thursday
4237206,2019,11,7,14,45,BRONX,40.840645,-73.84205,EAST TREMONT AVENUE,1,0,Thursday
4237044,2019,11,7,14,45,BROOKLYN,40.677773,-73.93587,ATLANTIC AVENUE,0,0,Thursday
4237454,2019,11,7,11,45,BRONX,40.819477,-73.92689,GRAND CONCOURSE,0,0,Thursday
4237291,2019,11,7,15,45,MANHATTAN,40.76422,-73.98099,7 AVENUE,0,0,Thursday
4237121,2019,11,7,15,0,BRONX,40.841347,-73.9169,JEROME AVENUE,0,0,Thursday
4237120,2019,11,7,15,45,BRONX,40.83228,-73.90963,WEBSTER AVENUE,0,0,Thursday
4238071,2019,11,7,8,15,BROOKLYN,40.68532,-73.98071,ATLANTIC AVENUE,0,0,Thursday
4237441,2019,11,7,8,45,BRONX,40.840225,-73.91769,JEROME AVENUE,1,0,Thursday
4237474,2019,11,7,18,30,MANHATTAN,40.76906,-73.961105,3 AVENUE,0,0,Thursday
4237080,2019,11,7,18,0,QUEENS,40.74624,-73.89723,ROOSEVELT AVENUE,1,0,Thursday
4237209,2019,11,7,18,15,BRONX,40.878475,-73.83305,BAYCHESTER AVENUE,2,0,Thursday
4237403,2019,11,7,18,45,BRONX,40.87892,-73.90479,BROADWAY,1,0,Thursday
4237484,2019,11,7,18,15,BRONX,40.868565,-73.89657,JEROME AVENUE,0,0,Thursday
4237728,2019,11,7,18,0,BROOKLYN,40.678112,-73.90784,FULTON STREET,1,0,Thursday
4237499,2019,11,7,12,45,MANHATTAN,40.738552,-73.99969,7 AVENUE,0,0,Thursday
4237487,2019,11,7,9,15,BRONX,40.866066,-73.89438,GRAND CONCOURSE,1,0,Thursday
4237286,2019,11,7,21,30,BROOKLYN,40.677174,-73.924774,ATLANTIC AVENUE,0,0,Thursday
4237438,2019,11,7,21,45,BRONX,40.830986,-73.91139,EAST 167 STREET,1,0,Thursday
4237963,2019,11,7,21,45,MANHATTAN,40.731964,-73.98816,3 AVENUE,0,0,Thursday
4237122,2019,11,7,20,30,BRONX,40.834126,-73.916664,EAST 167 STREET,1,0,Thursday
4237021,2019,11,7,17,15,MANHATTAN,40.75895,-73.96849,3 AVENUE,0,0,Thursday
4237099,2019,11,7,17,0,BROOKLYN,40.686085,-73.982666,ATLANTIC AVENUE,0,0,Thursday
4237417,2019,11,7,17,45,BRONX,40.87167,-73.8486,EAST GUN HILL ROAD,1,0,Thursday
4237189,2019,11,7,17,45,QUEENS,40.74573,-73.90212,ROOSEVELT AVENUE,1,0,Thursday
4237355,2019,11,7,13,30,BRONX,40.88437,-73.90105,BROADWAY,0,0,Thursday
4237516,2019,11,7,13,0,BRONX,40.87831,-73.870155,EAST GUN HILL ROAD,0,0,Thursday
4237483,2019,11,7,13,45,BRONX,40.8617,-73.89139,WEBSTER AVENUE,1,0,Thursday
4237616,2019,11,7,13,45,BRONX,40.8504,-73.90697,EAST TREMONT AVENUE,1,0,Thursday
4236677,2019,11,7,0,0,MANHATTAN,40.753513,-73.98879,7 AVENUE,0,0,Thursday
4237038,2019,11,7,0,30,BROOKLYN,40.67312,-73.94463,BROOKLYN AVENUE,0,0,Thursday
4237340,2019,11,7,22,15,MANHATTAN,40.746616,-73.99382,7 AVENUE,1,0,Thursday
4236656,2019,11,7,1,30,MANHATTAN,40.76468,-73.9643,3 AVENUE,0,0,Thursday
4237442,2019,11,7,3,15,BRONX,40.843002,-73.90359,WEBSTER AVENUE,0,0,Thursday
4237502,2019,11,8,10,45,BRONX,40.84434,-73.91475,JEROME AVENUE,1,0,Friday
4238781,2019,11,8,22,15,BRONX,40.87835,-73.870346,EAST GUN HILL ROAD,0,0,Friday
4238549,2019,11,8,22,0,BRONX,40.816532,-73.92822,GRAND CONCOURSE,1,0,Friday
4238779,2019,11,8,22,45,BRONX,40.877796,-73.86806,EAST GUN HILL ROAD,0,0,Friday
4238782,2019,11,8,21,0,BRONX,40.895134,-73.85216,PITMAN AVENUE,0,0,Friday
4237935,2019,11,8,21,45,BRONX,40.859875,-73.89323,WEBSTER AVENUE,0,0,Friday
4237720,2019,11,8,7,30,BRONX,40.87469,-73.8865,GRAND CONCOURSE,0,0,Friday
4238285,2019,11,8,7,0,BROOKLYN,40.679367,-73.879715,ATLANTIC AVENUE,0,0,Friday
4238729,2019,11,8,13,0,BROOKLYN,40.678543,-73.949684,ATLANTIC AVENUE,0,0,Friday
4237932,2019,11,8,14,15,BRONX,40.84518,-73.91417,JEROME AVENUE,0,0,Friday
4242905,2019,11,8,14,15,BRONX,40.895596,-73.85617,WHITE PLAINS ROAD,0,0,Friday
